window_ts,frontend_api__cpu,frontend_api__mem_mb,frontend_api__req_rate,frontend_api__err_rate,frontend_api__lat_p50,frontend_api__lat_p95,frontend_api__lat_p99,frontend_api__log_errors,orders_service__cpu,orders_service__mem_mb,orders_service__req_rate,orders_service__err_rate,orders_service__lat_p50,orders_service__lat_p95,orders_service__lat_p99,orders_service__log_errors,payments_service__cpu,payments_service__mem_mb,payments_service__req_rate,payments_service__err_rate,payments_service__lat_p50,payments_service__lat_p95,payments_service__lat_p99,payments_service__log_errors,label,fault_service,fault_type
1781967600,0.4523863780944545,85.18359375,65.16427423753298,0.35190954367374133,69.36758563137923,183.45284925143136,240.58526462169627,1125.0,0.4551289161491499,85.4697265625,65.06427423753298,0.3509134663887474,63.77257898093544,98.67296722379935,210.41223355910358,1125.0,0.4136040774782927,76.9345703125,59.14691536395949,0.3289665427361384,31.835637818677263,49.77820274803885,92.64772431740978,0.0,1,payments-service,error
1781967620,0.4659906493335328,85.1181640625,68.10274139574052,0.505369345916043,60.74588176791889,150.2272727272725,230.04545454545442,1787.0,0.4689879630261772,86.06640625,68.12490304279413,0.5058555627846455,52.06052801030264,96.59690920798454,153.9375000000002,1787.0,0.3839736002825289,76.98828125,63.119341208105254,0.4915969603069125,25.51759641155435,48.35062358286069,73.24311945588745,0.0,1,payments-service,error
1781967640,0.4780080067056205,85.501953125,65.69262394730444,0.5077388963660835,60.06922592825677,147.28110599078354,229.45622119815647,1993.0,0.4817093701917521,86.373046875,65.670520103446,0.5072366206664423,51.067796610169495,96.38813559322034,143.89285714285853,1993.0,0.3546520664490177,77.033203125,68.10194292787516,0.5089256734826355,17.656249999999993,48.08519647696477,63.77027027027006,0.0,1,payments-service,error
1781967660,0.4719269386153971,85.9111328125,51.76630988744646,0.4930662557781202,61.80019305019305,169.76648351648356,233.95329670329673,1511.0,0.47490484755349316,86.455078125,51.76630988744646,0.4930662557781202,52.360406091370564,96.83502538071068,166.5571428571435,1511.0,0.35587325617010546,77.0771484375,54.37190740617771,0.49339853300733494,25.4375,48.443749999999994,74.43750000000001,0.0,1,payments-service,error
1781967680,0.4720282184553578,86.119140625,31.87825777777778,0.4775390625,63.67753623188406,180.81081081081072,236.16216216216216,849.0,0.4745392678473384,86.423828125,31.90938888888889,0.4790243902439025,54.7773654916512,97.56493506493504,188.49999999999972,849.0,0.3604241903464518,77.0810546875,31.722602222222225,0.48086359175662413,26.224999999999998,49.152499999999996,85.01470588235296,0.0,0,none,none
1781967820,0.26373898119590106,85.9228515625,37.64404222222222,0.0,78.50496277915633,208.7105263157893,457.11538461538174,0.0,0.2501247553653759,86.4267578125,37.60325777777778,0.0,76.53179190751445,134.23076923076871,404.09090909090696,0.0,0.27421519984249026,140.955078125,36.542862222222226,0.0,38.58099878197321,70.43478260869574,96.40579710144934,0.0,0,none,none
1781967840,0.33546230496920726,85.7119140625,34.144846666666666,0.0,78.50496277915633,208.71052631578942,457.1153846153818,0.0,0.3320877887439735,86.2685546875,34.10785333333333,0.0,76.53179190751445,134.23076923076889,404.0909090909106,0.0,0.3692903662485363,268.583984375,33.146026666666664,0.0,38.5809987819732,70.43478260869558,96.40579710144925,0.0,1,payments-service,memory
1781967940,0.4071856287425134,85.462890625,32.97518054351932,0.0,77.68395657418577,174.01098901098908,234.80219780219778,0.0,0.4140508221225711,86.0771484375,32.97518054351932,0.0,75.58398220244716,98.65962180200222,187.13636363636337,0.0,0.46436553265458236,268.3994140625,32.045294758127234,0.0,38.53155339805825,67.99999999999997,93.59999999999998,0.0,1,payments-service,memory
1781967960,0.4156374343587592,85.4072265625,61.544623189373205,0.0,77.9645476772616,181.19402985074623,236.2388059701492,0.0,0.42497992454028977,86.0361328125,61.544623189373205,0.0,75.48910005589715,98.68082727780883,188.53333333333285,0.0,0.4669211436088309,140.5029296875,59.809091515920166,0.0,38.48670549784455,67.05882352941177,93.41176470588232,0.0,1,payments-service,memory
1781967980,0.415932417695188,85.158203125,61.39611254104908,0.0,77.98006509357201,181.0548172757475,236.2109634551495,0.0,0.42393569865741043,86.01953125,61.39611254104908,0.0,75.65469509913954,98.94594089038534,199.38414634146346,0.0,0.46400419265668413,76.556640625,62.50554717316056,0.0,38.348265345024785,62.20270270270269,92.65675675675678,0.0,1,payments-service,memory
1781968000,0.41639958801026555,85.1513671875,61.341668883568325,0.0,78.07535641547862,182.40228013029306,236.48045602605862,0.0,0.42255066749236625,86.0322265625,61.341668883568325,0.0,75.79647676161919,99.13137181409294,204.88586956521738,0.0,0.463458275556385,76.53515625,62.472288729271966,0.0,38.34157474324839,61.629834254143645,92.76795580110496,0.0,0,none,none
1781968020,0.41346962960507627,84.876953125,61.148693460671176,0.0,78.33949856144677,186.94528875379936,237.38905775075992,0.0,0.41772960953837984,85.787109375,61.148693460671176,0.0,75.8445945945946,99.20608108108108,206.78125000000023,0.0,0.45804001721113063,76.4892578125,59.44643409824469,0.0,38.438001605136435,65.22486772486768,93.6798941798942,0.0,0,none,none
1781968040,0.36915415042442984,85.1220703125,42.97987940897144,0.0,91.19897959183675,461.97735191637616,495.87979094076644,0.0,0.3676119693823993,85.705078125,43.00196567793803,0.0,75.70403825717322,98.98113708820404,200.50000000000017,0.0,0.40075124083306873,76.4638671875,42.40563641584028,0.0,38.285158421345194,59.210526315789494,92.89473684210532,0.0,0,none,none
1781968060,0.3122864345149005,85.150390625,29.501007729618387,0.0,313.84790011350736,483.938706015891,499.0578887627696,0.0,0.3097512924120982,85.6162109375,29.523155633319302,0.0,75.32692307692308,98.39807692307693,170.0200000000005,0.0,0.33721205538106347,76.1806640625,31.184248410887903,0.0,37.91512915129151,49.60516605166052,87.14893617021278,0.0,1,frontend-api,latency
1781968080,0.20246364031918285,85.4765625,24.90836019962019,0.0,376.47058823529414,491.31221719457017,686.6666666666695,0.0,0.1959266077595811,85.677734375,24.908360199620187,0.0,75.08992805755395,97.9136690647482,99.94244604316546,0.0,0.21128610763515443,76.169921875,25.46040718986,0.0,37.63262599469496,49.101458885941646,69.53571428571422,0.0,1,frontend-api,latency
1781968100,0.18674285555209036,85.4775390625,27.17811609253817,0.0,363.2671480144404,488.1543321299639,499.2554151624548,0.0,0.1854526463286187,85.6494140625,27.200212121881695,0.0,75.12366034624897,97.95754328112118,99.98722176422093,0.0,0.2025928385536998,76.158203125,27.686324767439288,0.0,37.652687296416936,49.13171824104234,70.74999999999993,0.0,1,frontend-api,latency
1781968120,0.20250781726119932,85.48828125,38.627750814440525,0.0,96.9934994582882,469.6227080394922,494.20662905500706,0.0,0.2077950032054447,85.6298828125,38.64991246149413,0.0,75.63722584469471,98.89745109662121,197.67999999999964,0.0,0.2275599712362918,76.462890625,39.093145402566314,0.0,38.04283164782867,49.84830458060678,89.19480519480518,0.0,1,frontend-api,latency
1781968140,0.3085696931649615,85.2265625,47.584316845688015,0.0,82.29355033152501,411.12499999999994,482.89166666666654,0.0,0.3195727984674043,85.6923828125,47.56221544445918,0.0,75.764192139738,99.25764192139738,208.07792207792198,0.0,0.34671734356643596,76.4814453125,47.783229456747556,0.0,38.23891625615764,57.33606557377047,92.77868852459014,0.0,0,none,none
1781968160,0.35705423822406646,85.271484375,60.8517029641737,0.1753176043557169,71.59698590179873,151.13636363636346,230.22727272727263,0.0,0.3531247589583175,85.751953125,49.78574899500817,0.0,75.61200923787528,99.03695150115473,202.38028169014046,0.0,0.3847176314934168,76.4638671875,48.10708132703097,0.0,37.99137104506232,49.737535953978906,89.76829268292695,0.0,0,none,none
1781968180,0.38413514087086653,85.248046875,64.51541459957477,0.3017507723995881,65.16958134605193,99.90328563857975,219.22887323943667,0.0,0.3528503916993367,85.7783203125,45.402197023387664,0.0,75.38808212318477,98.48522784176265,176.7857142857148,0.0,0.38471199424310687,76.453125,45.380049610205525,0.0,37.76901901901902,49.30618118118119,79.45555555555585,0.0,1,frontend-api,error
1781968200,0.3643875292180783,85.44921875,67.20519102165133,0.3967159277504105,58.97694524495678,98.46541786743516,203.86363636363694,0.0,0.28962266046168633,85.7744140625,40.72038667814341,0.0,75.15159867695701,98.03610804851158,118.21428571428335,0.0,0.3242983454109366,76.455078125,39.572711823258075,0.0,37.83842165898618,49.457805299539174,85.48958333333366,0.0,1,frontend-api,error
1781968220,0.36252897633367986,85.37109375,66.9050614749575,0.3870009897723523,60.03755054881572,99.43529751588679,215.55681818181807,0.0,0.2826818800245988,85.76171875,40.725779749685444,0.0,75.26477146042363,98.40440356744705,170.9285714285718,0.0,0.31613646353603037,76.48828125,42.40337284506544,0.0,37.85656620021528,49.488024757804084,85.2636363636365,0.0,1,frontend-api,error
1781968240,0.3634253183486238,85.41015625,64.47968812297877,0.2992098935073858,65.40987913820284,99.82790331056226,218.5863309352518,0.0,0.2871294228911638,85.5166015625,45.408231072520266,0.0,75.07530120481928,98.23042168674698,153.90624999999903,0.0,0.32156457252172044,76.490234375,45.386080715899524,0.0,37.76901901901902,49.306181181181174,78.81521739130427,0.0,1,frontend-api,error
1781968260,0.38093372207851484,85.2275390625,60.867645435478536,0.17736670293797607,71.57267865824016,151.06459330143542,230.21291866028707,0.0,0.34559377243202694,85.26171875,49.78474445303014,0.0,75.30963302752293,98.58371559633028,183.67647058823567,0.0,0.37817086469096517,76.4853515625,50.8886190528756,0.0,38.04570259208731,49.83799454297408,89.36868686868692,0.0,0,none,none
1781968280,0.38957316136455916,85.271484375,56.5541913258546,0.0,78.62107623318386,191.26146788990815,238.25229357798156,0.0,0.37498156096710655,85.2939453125,56.57627418072608,0.0,76.00979192166463,99.52876376988984,213.39999999999986,0.0,0.41085005718340334,76.4931640625,56.57627418072608,0.0,38.49407783417936,67.54054054054052,95.23783783783782,0.0,0,none,none
1781968300,0.3960040934306619,85.2255859375,56.76178660049628,0.0,78.0686317641883,182.34154929577466,236.46830985915486,0.0,0.40122845469075996,85.3271484375,56.73963133640553,0.0,75.82451140065146,99.28644136807819,208.69354838709668,0.0,0.43767247772132833,76.5078125,56.73963133640553,0.0,38.45383642495784,65.99719101123596,94.77247191011234,0.0,0,none,none
